time,latitude,longitude,heart_rate
20:38:51,48.831273317337036,2.2725836634635925,112
20:38:52,48.83126797676086,2.272582244873047,112
20:38:53,48.83127607901891,2.2725865840911865,112
20:38:54,48.83129043238504,2.272590398788452,112
20:38:55,48.83130424363272,2.2725865840911865,112
20:38:56,48.83131280967167,2.2725837230682373,112
20:38:57,48.83131875310625,2.2725804022380283,112
20:38:58,48.831320660454885,2.2725761277335033,112
20:38:59,48.831329703330994,2.272570184298924,112
20:39:00,48.83133946146284,2.27254923752376,112
20:39:01,48.83134923662458,2.2725197076797485,112
20:39:02,48.83136517660959,2.2724899564470564,112
20:39:03,48.83138755389622,2.272459728377206,112
20:39:04,48.83141851425171,2.2724280527659824,112
20:39:05,48.83145802361624,2.272393754550389,112
20:39:06,48.831496357917786,2.272357566016061,112
20:39:07,48.83152517250606,2.272332089287894,112
20:39:08,48.83154564244406,2.272316370691572,112
20:39:09,48.831564460481914,2.272309218134199,113
20:39:10,48.83158160958971,2.272309218134199,113
20:39:11,48.83159613609314,2.2723189762660434,113
20:39:12,48.83160994734083,2.2723339796066284,113
20:39:13,48.83162137440273,2.272354449544634,113
20:39:14,48.83163208620889,2.2723792110170637,113
20:39:15,48.83164208275931,2.2724049261638095,113
20:39:16,48.83164826461247,2.2724280187061856,113
20:39:17,48.8316501719611,2.272448011807033,113
20:39:18,48.83164874144963,2.272463491984776,114
20:39:19,48.83164279801505,2.272478495325361,114
20:39:20,48.831635424069,2.2724903992244174,114
20:39:21,48.83162614277431,2.2724982500076294,115
20:39:22,48.831616861479624,2.2725027799606323,115
20:39:23,48.83160901069641,2.272506594657898,116
20:39:24,48.831603050231934,2.2725108861923218,118
20:39:25,48.83159637451172,2.2725154161453247,119
20:39:26,48.83158993721008,2.272520899772644,119
20:39:27,48.831583976745605,2.272528750555856,119
20:39:28,48.831578731536865,2.2725382702691213,118
20:39:29,48.83157396316528,2.2725508894239153,118
20:39:30,48.83156991004944,2.2725661311830794,118
20:39:31,48.83156728744507,2.2725835187094554,118
20:39:32,48.83156681060791,2.272603988647461,118
20:39:33,48.83156752586365,2.2726270811898366,118
20:39:34,48.83156871795654,2.272649952343532,118
20:39:35,48.83157014846802,2.272671631404332,118
20:39:36,48.83157157897949,2.2726911646979198,118
20:39:37,48.83157229423523,2.2727068832942416,118
20:39:38,48.831571102142334,2.2727204390934537,118
20:39:39,48.8315691947937,2.272730674062456,118
20:39:40,48.83156704902649,2.2727366174970354,118
20:39:41,48.83156442642212,2.2727401767458235,118
20:39:42,48.83156228065491,2.2727427823202953,118
20:39:43,48.831560134887695,2.2727449110576083,118
20:39:44,48.83155798912048,2.272747039794922,118
20:39:45,48.83155655860901,2.2727479934692383,118
20:39:46,48.83155560493469,2.2727482318878174,118
20:39:47,48.83155560493469,2.2727487087249756,118
20:39:48,48.8315589427948,2.272747278213501,118
20:39:49,48.83156442642212,2.27274443422045,118
20:39:50,48.83157253265381,2.2727411133902415,119
20:39:51,48.83158254623413,2.272737077304295,119
20:39:52,48.83159375190735,2.2727318491254533,119
20:39:53,48.831605655806406,2.272725905690874,120
20:39:54,48.831617082868306,2.2727173396519254,120
20:39:55,48.83162636416299,2.2727080583572388,121
20:39:56,48.831632784434724,2.272698760032654,121
20:39:57,48.83163658210209,2.272689461708069,121
20:39:58,48.831639187676565,2.2726813554763794,122
20:39:59,48.83164060115814,2.2726744413375854,122
20:40:00,48.83164131641388,2.2726677656173706,122
20:40:01,48.831642508506775,2.272661106927054,122
20:40:02,48.83164441585541,2.2726551634924754,122
20:40:03,48.83164823055267,2.2726499353136336,122
20:40:04,48.831653475761414,2.2726447071347917,123
20:40:05,48.83165919780731,2.2726382868630544,123
20:40:06,48.83166587352753,2.2726321050098965,123
20:40:07,48.831674456596375,2.272624969482422,123
20:40:08,48.83168423175812,2.2726192474365234,123
20:40:09,48.83169422830854,2.272615432739258,123
20:40:10,48.83170565537044,2.272611618041992,123
20:40:11,48.83171684401376,2.2726078033447266,123
20:40:12,48.83172612530844,2.272604465484619,122
